account_id,company_name,industry,region,country,segment,employees,contract_start_date,tenure_months,contract_type,arr_usd,licensed_seats,active_seats,seat_utilization,modules_adopted,modules_list,uses_enlighten_ai,digital_channels_enabled,digital_channel_share_pct,monthly_interactions,usage_trend_pct,avg_login_freq_per_week,onboarding_completed,time_to_value_days,csm_assigned,qbrs_last_12m,support_tickets_90d,critical_incidents_12m,avg_csat,nps_last,discount_pct,price_increase_at_renewal_pct,days_payment_overdue,expansion_arr_usd,health_score,churn_risk_score,status,churned,churn_date,churn_reason
CX-100478,Cascade Brands,Technology / SaaS,EMEA,South Africa,Mid-Market,775,2019-12-25,78,Multi-Year,368700,343,313,0.913,5,Enlighten AI (Copilot / Autopilot); IVR / Voice; Performance Management; Recording & Compliance; Workforce Management (WFM),Yes,No,1.8,138249,-7.7,1.4,Yes,63,Aisha Khan,2,2,0,5.0,6,19.6,0,0,36900,91,1,Active,0,,
CX-100479,Sable Energy,Healthcare,LATAM,Argentina,Mid-Market,2589,2024-10-22,20,Multi-Year,461400,389,295,0.758,4,ACD (Omnichannel Routing); Feedback Management; IVR / Voice; Performance Management,No,No,0.1,184702,-1.1,2.8,Yes,39,Diego Alvarez,3,22,1,4.39,3,22.3,3.3,0,-46100,71,30,Active,0,,
CX-100480,Sable Communications,Utilities,APAC,India,Mid-Market,2587,2026-02-21,4,Multi-Year,367800,377,91,0.241,3,Digital Channels (Chat/Email/Social); IVR / Voice; Workforce Management (WFM),No,Yes,58.5,52190,8.9,1.8,Yes,35,Diego Alvarez,0,10,1,3.76,4,9.0,11.8,0,0,34,54,Active,0,,
CX-100481,Atlas Group,Hospitality,APAC,India,Mid-Market,1438,2022-10-24,44,Multi-Year,177600,159,159,1.0,4,ACD (Omnichannel Routing); Enlighten AI (Copilot / Autopilot); Recording & Compliance; Workforce Management (WFM),Yes,No,3.7,103186,11.5,1.4,Yes,65,Dana Levi,4,6,0,3.59,10,20.4,0,0,0,87,16,Active,0,,
CX-100482,Northwind Partners,Insurance,North America,United States,SMB,152,2024-12-22,18,Annual,22900,23,16,0.696,1,Workforce Management (WFM),No,No,1.8,10165,-15.5,4.4,Yes,47,Tom Fischer,0,4,4,3.48,6,0.2,0,8,0,46,51,Active,0,,
CX-100483,Quantum Stores,Hospitality,North America,United States,SMB,103,2021-11-23,55,Annual,14800,11,7,0.636,4,Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Workforce Management (WFM),Yes,No,3.3,3962,6.2,4.2,Yes,57,Unassigned,0,8,0,3.04,2,32.2,4.1,0,0,56,44,Active,0,,
CX-100484,Sequoia Mutual,Retail,APAC,Singapore,Mid-Market,2344,2024-12-22,18,Annual,499100,389,279,0.717,5,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); IVR / Voice; Quality Management; Recording & Compliance,Yes,Yes,62.8,140911,-14.3,5.8,No,133,Liam O'Brien,1,9,4,3.51,2,20.8,0,0,-49900,36,61,Churned,1,2026-05-28,Reliability / outages
CX-100485,Onyx Airlines,Financial Services,EMEA,United Kingdom,Mid-Market,1875,2026-04-23,2,Monthly,172200,156,146,0.936,4,Digital Channels (Chat/Email/Social); IVR / Voice; Interaction Analytics; Workforce Management (WFM),No,Yes,35.7,55225,35.3,3.2,No,104,Unassigned,0,14,1,4.29,8,27.0,0,0,0,52,48,Active,0,,
CX-100486,Pioneer Energy,Retail,North America,Canada,SMB,103,2019-06-26,84,Multi-Year,49800,51,36,0.706,1,Feedback Management,No,No,3.7,14067,8.3,1.8,Yes,61,Sofia Marin,1,17,1,3.59,7,29.4,6.6,0,10000,64,41,Active,0,,
CX-100487,Quantum Group,Financial Services,North America,Canada,Enterprise,42120,2023-02-22,40,Annual,3077800,3328,2683,0.806,4,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); IVR / Voice; Recording & Compliance,Yes,Yes,8.3,1577171,1.6,2.0,Yes,25,Tom Fischer,3,4,3,3.73,4,21.7,0,0,153900,73,29,Active,0,,
CX-100488,Quantum Solutions,Insurance,North America,United States,SMB,139,2023-06-24,36,Multi-Year,39100,33,25,0.758,3,Digital Channels (Chat/Email/Social); Feedback Management; IVR / Voice,No,Yes,12.9,6624,8.8,3.5,Yes,61,Noa Cohen,3,7,0,4.45,3,12.5,0,0,2000,74,23,Active,0,,
CX-100489,Cascade Financial,Financial Services,EMEA,UAE,Mid-Market,2466,2022-08-24,46,Annual,249800,202,202,1.0,5,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Quality Management; Recording & Compliance,Yes,Yes,15.8,57487,-1.7,1.6,Yes,36,Aisha Khan,1,0,1,4.68,1,2.8,0,0,25000,100,6,Active,0,,
CX-100490,Keystone Telecom,Retail,North America,Canada,Mid-Market,2369,2021-12-24,54,Annual,111700,114,72,0.632,6,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); IVR / Voice; Interaction Analytics; Quality Management; Recording & Compliance,Yes,Yes,26.8,15803,-1.5,5.9,Yes,20,Liam O'Brien,3,21,1,3.5,8,26.4,15.8,45,0,44,60,Active,0,,
CX-100491,Delta Insurance,Public Sector,EMEA,France,Mid-Market,2436,2023-05-25,37,Annual,140300,113,81,0.717,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Quality Management,Yes,Yes,8.5,23770,15.4,1.7,Yes,52,Liam O'Brien,3,11,0,3.72,10,19.6,4.5,14,-14000,77,30,Active,0,,
CX-100492,Aurora Logistics,Technology / SaaS,EMEA,South Africa,SMB,179,2024-09-22,21,Annual,16500,14,8,0.571,5,Enlighten AI (Copilot / Autopilot); Performance Management; Quality Management; Recording & Compliance; Workforce Management (WFM),Yes,No,6.5,4141,-10.7,3.2,Yes,22,Kenji Watanabe,3,15,0,3.65,2,34.2,3.9,0,0,61,35,Churned,1,2025-01-25,Price / budget cuts
CX-100493,Delta Resorts,Retail,APAC,Singapore,Enterprise,40232,2021-09-24,57,Annual,1748400,1859,1859,1.0,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; Performance Management; Recording & Compliance,Yes,Yes,44.4,474219,-0.8,5.2,No,113,Marcus Reed,2,6,1,4.58,2,10.6,0,16,174800,74,33,Active,0,,
CX-100494,Cobalt Stores,Hospitality,North America,Canada,Mid-Market,2821,2024-05-23,25,Monthly,185300,153,153,1.0,5,ACD (Omnichannel Routing); Feedback Management; IVR / Voice; Interaction Analytics; Workforce Management (WFM),No,No,6.8,47495,-32.4,0.7,Yes,29,Dana Levi,1,12,1,4.91,5,8.6,0,0,0,71,27,Active,0,,
CX-100495,Cascade Mutual,Financial Services,LATAM,Brazil,Enterprise,83884,2022-04-24,50,Annual,1499000,2127,1948,0.916,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Feedback Management; Interaction Analytics; Performance Management; Recording & Compliance,No,Yes,16.2,791986,2.3,0.7,Yes,29,Marcus Reed,2,15,0,4.56,2,17.2,0,4,149900,83,13,Active,0,,
CX-100496,Vantage Networks,Public Sector,North America,Canada,Enterprise,60806,2021-11-23,55,Annual,1131100,1237,693,0.56,8,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Feedback Management; Interaction Analytics; Performance Management; Quality Management; Recording & Compliance; Workforce Management (WFM),No,Yes,52.8,405467,16.9,0.4,Yes,21,Kenji Watanabe,0,5,2,3.08,8,32.0,14.6,99,-113100,49,49,Active,0,,
CX-100497,Northwind Mutual,Healthcare,LATAM,Brazil,Mid-Market,343,2021-09-24,57,Annual,302600,295,153,0.519,1,Quality Management,No,No,2.4,41147,-29.7,5.1,Yes,44,Liam O'Brien,4,12,0,3.97,6,12.6,0,0,0,66,29,Active,0,,
CX-100498,Horizon Brands,Technology / SaaS,APAC,India,SMB,72,2021-09-24,57,Multi-Year,18900,20,19,0.95,3,Enlighten AI (Copilot / Autopilot); Recording & Compliance; Workforce Management (WFM),Yes,No,5.5,9878,-7.1,4.0,No,197,Sofia Marin,2,10,1,3.22,5,31.3,5.5,9,900,42,50,Active,0,,
CX-100499,Horizon Retail Co,Technology / SaaS,EMEA,United Kingdom,Mid-Market,2134,2024-04-23,26,Annual,186400,163,94,0.577,1,Feedback Management,No,No,3.5,52283,-1.6,6.4,Yes,22,Kenji Watanabe,2,12,0,3.73,8,16.7,19.9,0,0,47,48,Active,0,,
CX-100500,Horizon Solutions,Utilities,EMEA,United Kingdom,Enterprise,4954,2025-04-23,14,Monthly,2903600,2749,1983,0.721,5,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Feedback Management; IVR / Voice; Recording & Compliance,No,Yes,38.8,1189977,1.0,5.8,Yes,31,Liam O'Brien,2,18,0,4.07,9,23.1,0,12,0,46,60,Active,0,,
CX-100501,Solstice Insurance,Healthcare,North America,Canada,Enterprise,48318,2024-12-22,18,Annual,1567400,1556,1377,0.885,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Feedback Management; IVR / Voice; Performance Management; Workforce Management (WFM),No,Yes,21.3,728151,-15.8,6.2,Yes,50,Diego Alvarez,2,4,0,4.37,9,17.6,3.6,0,-156700,88,11,Active,0,,
CX-100502,Maple Networks,Insurance,North America,Canada,Mid-Market,1980,2019-08-26,82,Multi-Year,243600,189,118,0.624,5,ACD (Omnichannel Routing); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Workforce Management (WFM),Yes,No,3.4,40757,-1.0,1.1,Yes,40,Noa Cohen,3,13,0,3.17,7,5.4,0,0,0,61,41,Active,0,,
CX-100503,Sequoia Labs,Travel,EMEA,South Africa,Enterprise,86094,2021-01-23,65,Multi-Year,1777700,1621,1102,0.68,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Feedback Management; Interaction Analytics; Performance Management; Recording & Compliance,No,Yes,10.4,530829,13.7,4.9,Yes,26,Tom Fischer,4,27,0,5.0,8,11.6,10.1,0,0,74,28,Active,0,,
CX-100504,Meridian Bank,Utilities,APAC,Singapore,Enterprise,86011,2021-04-25,62,Multi-Year,1221600,1206,610,0.506,7,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Interaction Analytics; Recording & Compliance,Yes,Yes,9.8,248085,17.8,5.5,Yes,22,Diego Alvarez,1,23,0,3.38,10,27.2,0,0,0,54,46,Active,0,,
CX-100505,Horizon Airlines,Healthcare,North America,Canada,SMB,266,2023-09-23,33,Annual,46000,33,28,0.848,1,Performance Management,No,No,6.6,6586,-1.6,1.8,Yes,67,Priya Nair,1,8,2,2.22,4,23.1,4.1,0,9200,47,53,Active,0,,
CX-100506,Sequoia Solutions,Retail,North America,United States,SMB,165,2024-03-24,27,Monthly,21400,19,19,1.0,3,Interaction Analytics; Performance Management; Quality Management,No,No,7.0,8626,-7.7,3.3,Yes,61,Unassigned,0,16,0,3.64,9,12.2,7.7,0,0,59,40,Churned,1,2026-04-01,Seasonal seat downsizing
CX-100507,Keystone Industries,Financial Services,APAC,India,SMB,153,2024-11-22,19,Monthly,12800,10,7,0.7,2,IVR / Voice; Interaction Analytics,No,No,1.0,2003,-14.7,0.6,No,122,Unassigned,0,5,0,3.9,10,4.4,0,0,0,47,55,Active,0,,
CX-100508,Nimbus Brands,Telecom,LATAM,Argentina,SMB,212,2022-10-24,44,Annual,79300,58,47,0.81,1,Performance Management,No,No,4.8,25787,15.7,4.2,Yes,51,Unassigned,0,18,0,3.97,9,18.1,7.4,0,-7900,40,48,Active,0,,
CX-100509,Maple Telecom,Financial Services,LATAM,Brazil,Mid-Market,1623,2021-04-25,62,Multi-Year,345600,269,188,0.699,3,Digital Channels (Chat/Email/Social); Feedback Management; Interaction Analytics,No,Yes,17.1,67325,-9.8,3.4,Yes,31,Kenji Watanabe,3,5,1,3.89,10,5.5,23.4,0,17300,79,25,Active,0,,
CX-100510,Sequoia Airlines,Retail,LATAM,Mexico,SMB,84,2025-05-23,13,Monthly,58400,59,48,0.814,2,Performance Management; Recording & Compliance,No,No,0.8,25626,5.3,0.5,Yes,32,Unassigned,0,16,0,4.02,4,28.6,18.5,0,0,45,51,Active,0,,
CX-100511,Harbor Resorts,Public Sector,EMEA,United Kingdom,Mid-Market,1059,2019-06-26,84,Multi-Year,301400,248,248,1.0,3,Feedback Management; Interaction Analytics; Recording & Compliance,No,No,2.0,105934,3.0,6.3,No,82,Unassigned,0,9,0,3.96,6,14.5,9.1,11,0,69,37,Active,0,,
CX-100512,Atlas Communications,Healthcare,North America,Canada,Mid-Market,784,2023-10-24,32,Multi-Year,109200,92,75,0.815,3,IVR / Voice; Recording & Compliance; Workforce Management (WFM),No,No,7.6,44463,-18.7,3.7,Yes,20,Aisha Khan,4,6,0,3.64,10,4.3,0,0,21800,87,17,Active,0,,
CX-100513,Crimson Financial,Technology / SaaS,North America,United States,Enterprise,27566,2024-01-23,29,Multi-Year,1527400,1860,1821,0.979,3,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Interaction Analytics,Yes,Yes,54.2,1123601,-5.6,3.8,Yes,50,Sofia Marin,0,12,0,4.61,0,3.9,0,0,0,93,11,Active,0,,
CX-100514,Quantum Services,Technology / SaaS,EMEA,UAE,SMB,55,2020-03-25,75,Multi-Year,32700,24,15,0.625,6,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Quality Management; Recording & Compliance,Yes,Yes,21.3,4401,0.3,0.6,No,177,Unassigned,0,11,0,3.45,9,21.6,5.6,0,6500,41,47,Active,0,,
CX-100515,Crimson Insurance,Utilities,North America,United States,Mid-Market,530,2021-08-24,58,Annual,321900,249,163,0.655,2,Enlighten AI (Copilot / Autopilot); Interaction Analytics,Yes,No,4.9,77600,23.1,5.5,Yes,30,Unassigned,0,2,1,4.02,1,4.3,0,0,32200,68,36,Active,0,,
CX-100516,Granite Communications,Telecom,EMEA,UAE,Mid-Market,340,2021-05-25,61,Multi-Year,320400,275,150,0.545,3,Interaction Analytics; Performance Management; Recording & Compliance,No,No,3.8,93429,-3.7,4.1,Yes,46,Noa Cohen,2,9,0,4.76,4,28.8,0,0,32000,68,19,Active,0,,
CX-100517,Evergreen Mutual,Retail,APAC,Philippines,Mid-Market,1667,2025-08-22,10,Monthly,329600,375,312,0.832,2,Enlighten AI (Copilot / Autopilot); Quality Management,Yes,No,6.8,200839,-12.2,2.8,No,73,Noa Cohen,3,10,0,4.17,10,20.2,0,0,16500,53,42,Churned,1,2026-01-02,Poor support experience
CX-100518,Delta Group,Telecom,North America,Canada,SMB,245,2021-08-24,58,Multi-Year,23700,17,12,0.706,3,Digital Channels (Chat/Email/Social); Feedback Management; Performance Management,No,Yes,59.9,2211,27.1,1.2,No,198,Liam O'Brien,2,15,0,3.78,6,10.2,6.4,0,-2400,56,48,Active,0,,
CX-100519,Evergreen Communications,Financial Services,North America,United States,SMB,108,2021-11-23,55,Annual,65400,48,41,0.854,3,ACD (Omnichannel Routing); IVR / Voice; Recording & Compliance,No,No,6.9,8419,-3.1,4.0,Yes,55,Marcus Reed,0,13,1,4.09,7,20.0,6.2,0,0,63,28,Active,0,,
CX-100520,Beacon Industries,Retail,EMEA,United Kingdom,Enterprise,19270,2021-12-24,54,Annual,1577600,2003,1328,0.663,4,Digital Channels (Chat/Email/Social); Interaction Analytics; Quality Management; Recording & Compliance,No,Yes,42.3,552569,12.1,2.1,Yes,52,Liam O'Brien,3,14,0,4.04,8,3.5,0,0,0,58,41,Active,0,,
CX-100521,Falcon Industries,Retail,North America,United States,SMB,61,2024-03-24,27,Multi-Year,66500,45,34,0.756,3,Feedback Management; Recording & Compliance; Workforce Management (WFM),No,No,6.0,17735,10.3,3.1,No,120,Aisha Khan,2,15,0,4.01,5,25.5,2.9,0,3300,55,44,Active,0,,
CX-100522,Sequoia Partners,Retail,EMEA,UAE,Mid-Market,1322,2022-07-25,47,Annual,138300,153,111,0.725,4,Digital Channels (Chat/Email/Social); Feedback Management; Interaction Analytics; Performance Management,No,Yes,58.3,70466,8.7,0.5,Yes,21,Unassigned,0,0,0,3.83,3,0.5,7.6,37,0,60,43,Churned,1,2026-01-05,Seasonal seat downsizing
CX-100523,Apex Retail Co,Telecom,North America,Canada,SMB,176,2024-08-23,22,Annual,73000,51,46,0.902,2,Interaction Analytics; Performance Management,No,No,5.2,13177,-5.4,3.6,Yes,54,Aisha Khan,1,23,0,3.13,10,8.6,5.1,0,14600,61,40,Churned,1,2025-01-20,Poor support experience
CX-100524,Solstice Telecom,Public Sector,North America,Canada,Enterprise,67856,2025-11-22,7,Multi-Year,1241700,1692,1124,0.664,7,Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Performance Management; Quality Management; Recording & Compliance; Workforce Management (WFM),Yes,No,3.0,400818,-0.2,1.3,Yes,25,Noa Cohen,4,22,0,4.18,4,23.0,0,0,124200,78,25,Active,0,,
CX-100525,Sable Mutual,Retail,North America,Canada,Enterprise,56735,2023-03-25,39,Multi-Year,2410800,2643,1176,0.445,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Performance Management; Quality Management; Recording & Compliance,Yes,Yes,16.2,426273,-38.4,1.2,Yes,58,Aisha Khan,2,2,1,4.41,8,12.7,0,27,0,62,35,Churned,1,2026-04-13,Low adoption / shelfware
CX-100526,Northwind Resorts,Technology / SaaS,North America,United States,SMB,71,2025-09-22,9,Annual,44700,43,13,0.302,2,ACD (Omnichannel Routing); Quality Management,No,No,5.0,6073,-13.4,6.3,Yes,39,Noa Cohen,1,17,0,3.94,9,15.8,18.3,0,-4500,49,50,Active,0,,
CX-100527,Northwind Retail Co,Technology / SaaS,LATAM,Argentina,Enterprise,34728,2019-09-25,81,Multi-Year,288900,326,279,0.856,7,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Feedback Management; IVR / Voice; Interaction Analytics; Recording & Compliance; Workforce Management (WFM),No,Yes,29.8,124803,0.9,0.8,No,115,Tom Fischer,2,12,0,4.12,9,29.3,0,9,0,67,37,Active,0,,
CX-100528,Vantage Bank,Retail,APAC,India,Enterprise,54480,2025-11-22,7,Monthly,2433000,3449,2501,0.725,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; Interaction Analytics; Quality Management,Yes,Yes,62.7,629029,5.0,2.1,Yes,61,Aisha Khan,0,5,0,5.0,7,23.0,0,7,0,70,21,Active,0,,
CX-100529,Quantum Group,Insurance,North America,United States,SMB,67,2022-01-23,53,Annual,52700,50,22,0.44,2,ACD (Omnichannel Routing); Interaction Analytics,No,No,1.9,10249,3.3,4.0,Yes,29,Unassigned,0,11,0,3.58,8,23.0,16.7,0,-5300,58,45,Active,0,,
CX-100530,Onyx Hospitality,Technology / SaaS,EMEA,United Kingdom,SMB,158,2026-03-23,3,Monthly,42200,45,26,0.578,1,Enlighten AI (Copilot / Autopilot),Yes,No,5.2,12029,-10.4,0.4,No,84,Tom Fischer,0,19,1,2.63,2,17.6,0,17,0,28,72,Active,0,,
CX-100531,Sable Networks,Healthcare,EMEA,France,Enterprise,10367,2021-08-24,58,Annual,1605400,1636,1327,0.811,5,Enlighten AI (Copilot / Autopilot); IVR / Voice; Interaction Analytics; Performance Management; Workforce Management (WFM),Yes,No,4.2,281844,25.9,2.7,No,159,Tom Fischer,2,7,2,3.96,10,15.8,7.4,0,0,62,39,Active,0,,
CX-100532,Lumen Financial,Hospitality,North America,Canada,SMB,159,2024-01-23,29,Annual,25000,23,18,0.783,4,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Feedback Management; Quality Management,No,Yes,11.1,5748,-10.8,4.9,No,162,Unassigned,0,20,1,4.12,1,25.8,3.5,0,5000,41,62,Churned,1,2024-12-29,Poor support experience
CX-100533,Falcon Industries,Retail,APAC,Australia,Mid-Market,1964,2024-06-23,24,Monthly,86900,76,69,0.908,2,Enlighten AI (Copilot / Autopilot); Workforce Management (WFM),Yes,No,6.0,37622,10.5,5.4,No,175,Sofia Marin,1,6,4,3.67,6,8.0,0,0,17400,30,59,Churned,1,2026-01-19,Reliability / outages
CX-100534,Northwind Labs,Insurance,EMEA,UAE,Mid-Market,2188,2025-05-23,13,Annual,290900,350,279,0.797,4,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; Recording & Compliance,Yes,Yes,35.8,108740,-3.8,3.4,Yes,44,Unassigned,0,8,2,4.04,2,15.7,6.2,1,0,65,39,Active,0,,
CX-100535,Tidewater Resorts,Insurance,EMEA,France,SMB,95,2023-12-23,30,Annual,51800,53,53,1.0,5,Digital Channels (Chat/Email/Social); IVR / Voice; Interaction Analytics; Quality Management; Recording & Compliance,No,Yes,25.7,29190,-9.4,2.2,No,122,Sofia Marin,0,11,0,3.6,2,3.1,7.2,0,-5200,62,36,Churned,1,2025-10-20,Price / budget cuts
CX-100536,Vantage Bank,Hospitality,North America,United States,Enterprise,7404,2024-06-23,24,Multi-Year,2673800,2704,2704,1.0,3,Digital Channels (Chat/Email/Social); Performance Management; Workforce Management (WFM),No,Yes,10.8,1246249,-9.6,5.6,Yes,46,Liam O'Brien,4,13,0,4.24,6,3.8,6.1,0,-267400,85,15,Active,0,,
CX-100537,Apex Logistics,Telecom,EMEA,United Kingdom,SMB,144,2022-07-25,47,Annual,53300,45,20,0.444,3,Feedback Management; Quality Management; Recording & Compliance,No,No,3.7,11318,-13.9,6.1,Yes,26,Marcus Reed,4,14,1,3.94,9,32.9,8.6,12,0,62,34,Churned,1,2025-05-19,Seasonal seat downsizing
CX-100538,Solstice Hospitality,Insurance,APAC,Philippines,Mid-Market,727,2024-12-22,18,Annual,169300,133,100,0.752,2,Interaction Analytics; Recording & Compliance,No,No,7.5,54273,28.9,3.8,Yes,65,Dana Levi,2,9,0,4.93,3,13.7,0,0,16900,95,14,Active,0,,
CX-100539,Maple Bank,Financial Services,EMEA,Israel,Mid-Market,612,2021-12-24,54,Annual,241600,272,137,0.504,5,Enlighten AI (Copilot / Autopilot); IVR / Voice; Interaction Analytics; Performance Management; Workforce Management (WFM),Yes,No,7.9,56993,-9.4,6.0,Yes,21,Noa Cohen,1,17,0,3.8,10,10.3,4.2,4,-24200,73,30,Active,0,,
CX-100540,Maple Health Systems,Utilities,APAC,Japan,SMB,92,2022-12-24,42,Annual,27000,29,16,0.552,2,IVR / Voice; Workforce Management (WFM),No,No,4.9,5658,24.1,2.9,Yes,19,Tom Fischer,0,7,0,3.9,3,24.7,19.1,26,0,62,42,Churned,1,2026-04-12,Price / budget cuts
CX-100541,Tidewater Industries,Hospitality,EMEA,Israel,Mid-Market,519,2022-11-23,43,Multi-Year,182700,151,88,0.583,5,Digital Channels (Chat/Email/Social); Feedback Management; Interaction Analytics; Performance Management; Quality Management,No,Yes,60.1,45504,18.7,5.6,No,153,Diego Alvarez,0,23,4,4.5,0,19.0,9.9,0,36500,26,82,Active,0,,
CX-100542,Summit Insurance,Technology / SaaS,EMEA,UAE,SMB,253,2025-09-22,9,Monthly,44400,41,29,0.707,1,ACD (Omnichannel Routing),No,No,7.5,17973,28.6,4.5,Yes,46,Kenji Watanabe,3,1,0,4.23,8,6.2,4.1,0,0,68,29,Active,0,,
CX-100543,Pinnacle Services,Retail,North America,Canada,Enterprise,78582,2021-12-24,54,Multi-Year,968700,1249,800,0.641,4,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); IVR / Voice; Recording & Compliance,Yes,Yes,10.2,286063,6.3,4.3,Yes,46,Sofia Marin,1,3,0,4.9,6,6.9,0,0,0,83,17,Active,0,,
CX-100544,Horizon Resorts,Telecom,LATAM,Mexico,Mid-Market,711,2023-10-24,32,Multi-Year,302200,303,286,0.944,8,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); IVR / Voice; Performance Management; Quality Management; Recording & Compliance; Workforce Management (WFM),Yes,Yes,60.2,130601,-30.3,3.3,Yes,31,Unassigned,0,7,0,4.46,1,11.2,17.5,2,-30200,76,20,Active,0,,
CX-100545,Crimson Bank,Healthcare,North America,United States,SMB,20,2024-07-23,23,Annual,49100,44,28,0.636,3,Digital Channels (Chat/Email/Social); Feedback Management; Recording & Compliance,No,Yes,9.3,7921,8.3,6.2,Yes,56,Unassigned,0,12,1,4.33,6,18.7,25.4,13,4900,64,49,Active,0,,
CX-100546,Evergreen Insurance,Insurance,LATAM,Mexico,SMB,112,2026-02-21,4,Monthly,31700,29,19,0.655,4,IVR / Voice; Interaction Analytics; Performance Management; Recording & Compliance,No,No,4.6,4778,-5.2,2.4,No,72,Marcus Reed,3,14,0,3.56,1,24.8,0,0,1600,46,55,Active,0,,
CX-100547,Crimson Health Systems,Financial Services,APAC,Australia,SMB,28,2023-01-23,41,Multi-Year,18300,16,14,0.875,4,IVR / Voice; Interaction Analytics; Quality Management; Recording & Compliance,No,No,0.8,6529,-25.0,0.6,No,147,Kenji Watanabe,0,8,0,3.43,1,4.0,6.2,0,0,61,37,Active,0,,
CX-100548,Falcon Mutual,Hospitality,APAC,India,Mid-Market,421,2024-09-22,21,Annual,84800,81,56,0.691,5,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Performance Management; Recording & Compliance,Yes,Yes,20.8,28413,-2.9,1.6,No,157,Unassigned,0,12,0,4.48,0,11.9,7.7,0,-8500,57,42,Active,0,,
CX-100549,Pioneer Holdings,Insurance,North America,Canada,SMB,292,2022-10-24,44,Annual,14300,15,6,0.4,2,Feedback Management; IVR / Voice,No,No,2.5,3084,14.3,2.0,No,134,Aisha Khan,1,27,0,4.12,3,20.8,5.2,0,0,39,67,Churned,1,2026-04-04,Poor support experience
CX-100550,Solstice Telecom,Insurance,North America,Canada,Mid-Market,2913,2022-09-23,45,Multi-Year,89700,90,81,0.9,4,Feedback Management; Performance Management; Quality Management; Workforce Management (WFM),No,No,0.5,34237,14.9,3.4,Yes,47,Noa Cohen,1,5,2,4.32,9,2.9,0,0,0,68,26,Active,0,,
CX-100551,Brightline Communications,Technology / SaaS,EMEA,Israel,Mid-Market,374,2023-03-25,39,Annual,280300,225,150,0.667,4,ACD (Omnichannel Routing); Performance Management; Quality Management; Workforce Management (WFM),No,No,4.4,79142,4.2,6.0,Yes,48,Tom Fischer,2,9,2,3.91,0,31.2,0,0,0,52,40,Active,0,,
CX-100552,Nimbus Communications,Retail,LATAM,Brazil,SMB,161,2025-01-22,17,Annual,10700,10,9,0.9,3,Digital Channels (Chat/Email/Social); Interaction Analytics; Recording & Compliance,No,Yes,47.7,3176,3.0,5.9,Yes,34,Marcus Reed,4,11,0,3.37,0,28.4,0,10,0,57,40,Active,0,,
CX-100553,Tidewater Communications,Healthcare,North America,Canada,Enterprise,54108,2026-03-23,3,Annual,1858500,1932,1266,0.655,5,Feedback Management; IVR / Voice; Performance Management; Recording & Compliance; Workforce Management (WFM),No,No,6.6,358255,-12.6,3.1,Yes,41,Aisha Khan,2,11,0,4.32,1,10.6,0,10,-185800,84,23,Churned,1,2026-04-22,Switched to competitor
CX-100554,Tidewater Holdings,Healthcare,North America,United States,Enterprise,6388,2025-04-23,14,Monthly,1138400,1165,1093,0.938,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); IVR / Voice; Quality Management; Recording & Compliance; Workforce Management (WFM),No,Yes,9.8,627586,9.7,3.4,Yes,54,Diego Alvarez,3,15,1,3.18,9,16.2,0,0,0,55,44,Active,0,,
